agent_ip,src_ip,dest_ip,src_port,dest_port,proto,bytes_to_server,bytes_to_client,pkts_to_server,pkts_to_client,rule_level,total_bytes,total_packets,avg_packet_size,byte_asymmetry,packet_asymmetry,proto_num,src_ip_num,dest_ip_num,port_diff,log_bytes,log_packets,label,ocsvm_pred,ocsvm_score
10.21.232.55,10.21.232.55,10.21.232.100,58480.0,631.0,TCP,760,297,5,4,3,1057,9,105.7,0.4376181474480151,0.1,1.0,17,14,-57849.0,6.964135612418245,2.302585092994046,0,0,-0.7974780823752035
10.21.232.55,10.21.232.55,10.21.232.100,46454.0,631.0,TCP,737,297,5,4,3,1034,9,103.4,0.4251207729468599,0.1,1.0,17,14,-45823.0,6.942156705699469,2.302585092994046,0,0,-0.9079332782210692
10.21.232.55,10.21.232.55,10.24.0.193,55519.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-55466.0,4.890349128221754,0.6931471805599453,0,0,-0.37900056504680535
10.21.232.55,10.24.0.193,10.21.232.55,53.0,51139.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,51086.0,5.796057750765372,1.0986122886681096,0,0,-0.17353147513736378
10.21.232.55,10.21.232.55,10.24.0.193,52837.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-52784.0,4.890349128221754,0.6931471805599453,0,0,-0.45369768947217537
10.21.232.55,10.21.232.55,10.21.232.100,38616.0,631.0,TCP,760,297,5,4,3,1057,9,105.7,0.4376181474480151,0.1,1.0,17,14,-37985.0,6.964135612418245,2.302585092994046,0,0,-0.8544436639540942
10.21.232.55,10.21.232.55,10.21.232.100,54608.0,631.0,TCP,760,297,5,4,3,1057,9,105.7,0.4376181474480151,0.1,1.0,17,14,-53977.0,6.964135612418245,2.302585092994046,0,0,-0.8566539804616635
10.21.232.55,10.21.232.55,10.21.232.100,58964.0,631.0,TCP,737,297,5,4,3,1034,9,103.4,0.4251207729468599,0.1,1.0,17,14,-58333.0,6.942156705699469,2.302585092994046,0,0,-0.7925662241163698
10.21.232.55,10.21.232.55,10.24.0.193,32973.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-32920.0,4.890349128221754,0.6931471805599453,0,0,-0.750599165612384
10.21.232.55,10.24.0.193,10.21.232.55,53.0,40949.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,40896.0,5.796057750765372,1.0986122886681096,0,0,-0.23525805787285803
10.21.232.55,10.21.233.187,10.21.239.255,58530.0,22222.0,UDP,70,0,1,0,3,70,1,35.0,0.9859154929577464,0.5,2.0,19,33,-36308.0,4.262679877041316,0.6931471805599453,0,0,-0.7199628738628516
10.21.232.55,10.21.227.108,10.21.239.255,57251.0,22222.0,UDP,70,0,1,0,3,70,1,35.0,0.9859154929577464,0.5,2.0,4,33,-35029.0,4.262679877041316,0.6931471805599453,0,0,-0.38736103665772426
10.21.232.55,10.21.227.108,10.21.239.255,65055.0,22222.0,UDP,70,0,1,0,3,70,1,35.0,0.9859154929577464,0.5,2.0,4,33,-42833.0,4.262679877041316,0.6931471805599453,0,0,-0.19414205987015087
10.21.232.55,10.21.232.55,10.21.239.255,137.0,137.0,UDP,92,0,1,0,3,92,1,46.0,0.989247311827957,0.5,2.0,17,33,0.0,4.532599493153256,0.6931471805599453,0,0,-0.3279628971389239
10.21.232.55,10.21.233.187,10.21.239.255,57389.0,22222.0,UDP,70,0,1,0,3,70,1,35.0,0.9859154929577464,0.5,2.0,19,33,-35167.0,4.262679877041316,0.6931471805599453,0,0,-0.7502573809983977
10.21.232.55,10.21.236.69,10.21.239.255,57529.0,59870.0,UDP,177,0,1,0,3,177,1,88.5,0.99438202247191,0.5,2.0,23,33,2341.0,5.181783550292085,0.6931471805599453,0,0,-0.22096717749084904
10.21.232.55,10.21.232.55,10.24.0.193,58834.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-58781.0,4.890349128221754,0.6931471805599453,0,0,-0.2764832396586976
10.21.232.55,10.24.0.193,10.21.232.55,53.0,46565.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,46512.0,5.796057750765372,1.0986122886681096,0,0,-0.21681179267825446
10.21.232.55,10.21.232.55,10.24.0.193,38090.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-38037.0,4.890349128221754,0.6931471805599453,0,0,-0.7191918757080722
10.21.232.55,10.21.239.44,10.21.239.255,43694.0,137.0,UDP,92,0,1,0,3,92,1,46.0,0.989247311827957,0.5,2.0,24,33,-43557.0,4.532599493153256,0.6931471805599453,0,0,-0.33381743321154067
10.21.232.55,10.21.232.55,10.24.0.193,40394.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-40341.0,4.890349128221754,0.6931471805599453,0,0,-0.6946626706734622
10.21.232.55,10.24.0.193,10.21.232.55,53.0,40394.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,40341.0,5.796057750765372,1.0986122886681096,0,0,-0.23501420059595146
10.21.232.55,10.21.226.109,10.21.239.255,51315.0,22222.0,UDP,70,0,1,0,3,70,1,35.0,0.9859154929577464,0.5,2.0,1,33,-29093.0,4.262679877041316,0.6931471805599453,0,0,-0.1970247741959228
10.21.232.55,10.21.232.55,10.24.0.193,56442.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-56389.0,4.890349128221754,0.6931471805599453,0,0,-0.35156170759087546
10.21.232.55,10.24.0.193,10.21.232.55,53.0,56714.0,UDP,132,132,1,1,3,264,2,88.0,0.0,0.0,2.0,26,22,56661.0,5.579729825986222,1.0986122886681096,0,0,-0.189134727234336
10.21.232.55,10.21.232.55,10.24.0.193,51028.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-50975.0,4.890349128221754,0.6931471805599453,0,0,-0.4997200096875387
10.21.232.55,10.24.0.193,10.21.232.55,53.0,51028.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,50975.0,5.796057750765372,1.0986122886681096,0,0,-0.17488039218402518
10.21.232.55,10.21.236.69,10.21.239.255,52430.0,59870.0,UDP,260,0,1,0,3,260,1,130.0,0.9961685823754788,0.5,2.0,23,33,7440.0,5.564520407322694,0.6931471805599453,0,0,-0.12449702173190547
10.21.232.55,10.21.232.55,10.24.0.193,51045.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-50992.0,4.890349128221754,0.6931471805599453,0,0,-0.4993042431899912
10.21.232.55,10.24.0.193,10.21.232.55,53.0,57789.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,57736.0,5.796057750765372,1.0986122886681096,0,0,-0.06628300986752489
10.21.232.55,10.21.235.23,10.21.239.255,35757.0,137.0,UDP,92,0,1,0,3,92,1,46.0,0.989247311827957,0.5,2.0,22,33,-35620.0,4.532599493153256,0.6931471805599453,0,0,-0.572307773395007
10.21.232.55,10.21.232.55,10.24.0.193,60743.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-60690.0,4.890349128221754,0.6931471805599453,0,0,-0.2126124696461429
10.21.232.55,10.24.0.193,10.21.232.55,53.0,55763.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,55710.0,5.796057750765372,1.0986122886681096,0,0,-0.10438348428682165
10.21.232.55,10.21.232.55,10.24.0.193,53793.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-53740.0,4.890349128221754,0.6931471805599453,0,0,-0.42794442619386697
10.21.232.55,10.24.0.193,10.21.232.55,53.0,37566.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,37513.0,5.796057750765372,1.0986122886681096,0,0,-0.2280847019635024
10.21.232.55,10.21.226.161,10.21.232.35,54859.0,137.0,UDP,92,0,1,0,3,92,1,46.0,0.989247311827957,0.5,2.0,2,19,-54722.0,4.532599493153256,0.6931471805599453,0,0,-0.44300396401476405
10.21.232.55,10.21.232.55,10.21.226.161,5353.0,61294.0,UDP,139,0,1,0,3,139,1,69.5,0.9928571428571428,0.5,2.0,17,4,55941.0,4.941642422609304,0.6931471805599453,0,1,0.06662568171991534
10.21.232.55,10.21.232.55,10.24.0.193,57803.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-57750.0,4.890349128221754,0.6931471805599453,0,0,-0.3095345954885702
10.21.232.55,10.24.0.193,10.21.232.55,53.0,53837.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,53784.0,5.796057750765372,1.0986122886681096,0,0,-0.13623619119001606
10.21.232.55,10.21.232.55,10.24.0.193,38016.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-37963.0,4.890349128221754,0.6931471805599453,0,0,-0.7198730238774842
10.21.232.55,10.24.0.193,10.21.232.55,53.0,38016.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,37963.0,5.796057750765372,1.0986122886681096,0,0,-0.229818876595135
10.21.232.55,10.21.233.187,10.21.239.255,61092.0,22222.0,UDP,70,0,1,0,3,70,1,35.0,0.9859154929577464,0.5,2.0,19,33,-38870.0,4.262679877041316,0.6931471805599453,0,0,-0.6463032441918335
10.21.232.55,10.21.227.136,10.21.239.255,55392.0,22222.0,UDP,70,0,1,0,3,70,1,35.0,0.9859154929577464,0.5,2.0,7,33,-33170.0,4.262679877041316,0.6931471805599453,0,0,-0.6414924674161764
10.21.232.55,10.21.236.69,10.21.239.255,62539.0,59870.0,UDP,177,0,1,0,3,177,1,88.5,0.99438202247191,0.5,2.0,23,33,-2669.0,5.181783550292085,0.6931471805599453,0,0,-0.14210729072157147
10.21.232.55,10.21.232.55,10.24.0.193,43843.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-43790.0,4.890349128221754,0.6931471805599453,0,0,-0.6459898572104374
10.21.232.55,10.24.0.193,10.21.232.55,53.0,43843.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,43790.0,5.796057750765372,1.0986122886681096,0,0,-0.2305243478071417
10.21.232.55,10.21.232.55,10.24.0.193,56810.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-56757.0,4.890349128221754,0.6931471805599453,0,0,-0.3403806482198215
10.21.232.55,10.24.0.193,10.21.232.55,53.0,56810.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,56757.0,5.796057750765372,1.0986122886681096,0,0,-0.08527484304429311
10.21.232.55,10.21.232.55,10.24.0.193,39344.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-39291.0,4.890349128221754,0.6931471805599453,0,0,-0.7066387407428736
10.21.232.55,10.24.0.193,10.21.232.55,53.0,39344.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,39291.0,5.796057750765372,1.0986122886681096,0,0,-0.23354694441651436
10.21.232.55,10.21.232.55,10.24.0.193,45301.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-45248.0,4.890349128221754,0.6931471805599453,0,0,-0.6211525810416321
10.21.232.55,10.24.0.193,10.21.232.55,53.0,45301.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,45248.0,5.796057750765372,1.0986122886681096,0,0,-0.2242989695911568
10.21.232.55,10.21.236.69,10.21.239.255,137.0,137.0,UDP,92,0,1,0,3,92,1,46.0,0.989247311827957,0.5,2.0,23,33,0.0,4.532599493153256,0.6931471805599453,0,0,-6.471009977149222e-05
10.21.232.55,10.21.232.55,10.24.0.193,37359.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-37306.0,4.890349128221754,0.6931471805599453,0,0,-0.7256287551428882
10.21.232.55,10.24.0.193,10.21.232.55,53.0,38478.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,38425.0,5.796057750765372,1.0986122886681096,0,0,-0.23135190915156478
10.21.232.55,10.21.232.55,10.24.0.193,52298.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-52245.0,4.890349128221754,0.6931471805599453,0,0,-0.46778385972598624
10.21.232.55,10.24.0.193,10.21.232.55,53.0,50347.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,50294.0,5.796057750765372,1.0986122886681096,0,0,-0.18283288601436443
10.21.232.55,10.21.232.55,10.24.0.193,35538.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-35485.0,4.890349128221754,0.6931471805599453,0,0,-0.7388378405383329
10.21.232.55,10.24.0.193,10.21.232.55,53.0,35538.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,35485.0,5.796057750765372,1.0986122886681096,0,0,-0.21734561625915827
10.21.232.55,10.21.232.55,10.24.0.193,56810.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-56757.0,4.890349128221754,0.6931471805599453,0,0,-0.3403806482198215
10.21.232.55,10.24.0.193,10.21.232.55,53.0,58910.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,58857.0,5.796057750765372,1.0986122886681096,0,0,-0.04322155418217433
10.21.232.55,10.21.232.55,10.24.0.193,49458.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-49405.0,4.890349128221754,0.6931471805599453,0,0,-0.536728358327824
10.21.232.55,10.24.0.193,10.21.232.55,53.0,49458.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,49405.0,5.796057750765372,1.0986122886681096,0,0,-0.19237523974849013
10.21.232.55,10.21.232.55,10.24.0.193,51606.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-51553.0,4.890349128221754,0.6931471805599453,0,0,-0.4854048858908744
10.21.232.55,10.24.0.193,10.21.232.55,53.0,51606.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,51553.0,5.796057750765372,1.0986122886681096,0,0,-0.16769490580583435
10.21.232.55,10.21.236.69,10.21.239.255,53401.0,59870.0,UDP,244,0,1,0,3,244,1,122.0,0.9959183673469388,0.5,2.0,23,33,6469.0,5.501258210544727,0.6931471805599453,0,0,-0.15810980406241182
10.21.232.55,10.21.232.55,10.24.0.193,58234.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-58181.0,4.890349128221754,0.6931471805599453,0,0,-0.29584343580031014
10.21.232.55,10.24.0.193,10.21.232.55,53.0,58234.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,58181.0,5.796057750765372,1.0986122886681096,0,0,-0.057295222348797026
10.21.232.55,10.21.232.55,10.24.0.193,43618.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-43565.0,4.890349128221754,0.6931471805599453,0,0,-0.6495986096328368
10.21.232.55,10.24.0.193,10.21.232.55,53.0,43618.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,43565.0,5.796057750765372,1.0986122886681096,0,0,-0.23125528916571048
10.21.232.55,10.21.236.69,10.21.239.255,50849.0,59870.0,UDP,235,0,1,0,3,235,1,117.5,0.9957627118644068,0.5,2.0,23,33,9021.0,5.4638318050256105,0.6931471805599453,0,0,-0.19748131605176544
10.21.232.55,10.21.232.55,10.24.0.193,56587.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-56534.0,4.890349128221754,0.6931471805599453,0,0,-0.3471724250589392
10.21.232.55,10.24.0.193,10.21.232.55,53.0,56587.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,56534.0,5.796057750765372,1.0986122886681096,0,0,-0.08944948614932136
10.21.232.55,10.21.232.55,10.24.0.193,55161.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-55108.0,4.890349128221754,0.6931471805599453,0,0,-0.3894078065878692
10.21.232.55,10.24.0.193,10.21.232.55,53.0,55161.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,55108.0,5.796057750765372,1.0986122886681096,0,0,-0.11480153306173291
10.21.232.55,10.21.232.55,10.24.0.193,37956.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-37903.0,4.890349128221754,0.6931471805599453,0,0,-0.720420423466051
10.21.232.55,10.24.0.193,10.21.232.55,53.0,37956.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,37903.0,5.796057750765372,1.0986122886681096,0,0,-0.22960137155654303
10.21.232.55,10.21.232.55,10.24.0.193,57334.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-57281.0,4.890349128221754,0.6931471805599453,0,0,-0.3242254204007571
10.21.232.55,10.24.0.193,10.21.232.55,53.0,57334.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,57281.0,5.796057750765372,1.0986122886681096,0,0,-0.07524384494475189
10.21.232.55,10.21.232.55,10.24.0.193,50387.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-50334.0,4.890349128221754,0.6931471805599453,0,0,-0.5151626671212224
10.21.232.55,10.24.0.193,10.21.232.55,53.0,50387.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,50334.0,5.796057750765372,1.0986122886681096,0,0,-0.18238116952790762
10.21.232.55,10.21.232.55,10.24.0.193,43166.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-43113.0,4.890349128221754,0.6931471805599453,0,0,-0.6566662226719338
10.21.232.55,10.24.0.193,10.21.232.55,53.0,43166.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,43113.0,5.796057750765372,1.0986122886681096,0,0,-0.23253828440241575
10.21.232.55,10.21.232.55,10.24.0.193,60631.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-60578.0,4.890349128221754,0.6931471805599453,0,0,-0.21645333370281694
10.21.232.55,10.24.0.193,10.21.232.55,53.0,60631.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,60578.0,5.796057750765372,1.0986122886681096,0,0,-0.005138673022382356
10.21.232.55,10.21.232.55,10.24.0.193,33075.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-33022.0,4.890349128221754,0.6931471805599453,0,0,-0.7502841935713347
10.21.232.55,10.24.0.193,10.21.232.55,53.0,51785.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,51732.0,5.796057750765372,1.0986122886681096,0,0,-0.16538873263629839
10.21.232.55,10.21.232.55,10.24.0.193,40431.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-40378.0,4.890349128221754,0.6931471805599453,0,0,-0.6942163541496389
10.21.232.55,10.24.0.193,10.21.232.55,53.0,34806.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,34753.0,5.796057750765372,1.0986122886681096,0,0,-0.2123068892386124
10.21.232.55,10.21.232.55,10.24.0.193,38769.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-38716.0,4.890349128221754,0.6931471805599453,0,0,-0.7126315306891429
10.21.232.55,10.24.0.193,10.21.232.55,53.0,38019.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,37966.0,5.796057750765372,1.0986122886681096,0,0,-0.22982964089836955
10.21.232.55,10.21.232.55,10.24.0.193,52886.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-52833.0,4.890349128221754,0.6931471805599453,0,0,-0.45240154739881255
10.21.232.55,10.24.0.193,10.21.232.55,53.0,52886.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,52833.0,5.796057750765372,1.0986122886681096,0,0,-0.15036591846033875
10.21.232.55,10.21.232.55,10.24.0.193,52023.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-51970.0,4.890349128221754,0.6931471805599453,0,0,-0.47484909819625276
10.21.232.55,10.24.0.193,10.21.232.55,53.0,52023.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,51970.0,5.796057750765372,1.0986122886681096,0,0,-0.16226329343813317
10.21.232.55,10.21.236.69,10.21.239.255,55031.0,59870.0,UDP,220,0,1,0,3,220,1,110.0,0.995475113122172,0.5,2.0,23,33,4839.0,5.3981627015177525,0.6931471805599453,0,0,-0.19409604140668257
10.21.232.55,10.21.232.55,10.24.0.193,43452.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-43399.0,4.890349128221754,0.6931471805599453,0,0,-0.6522224918152371
10.21.232.55,10.24.0.193,10.21.232.55,53.0,43452.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,43399.0,5.796057750765372,1.0986122886681096,0,0,-0.23175522975995655
10.21.232.55,10.21.232.55,10.24.0.193,59254.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-59201.0,4.890349128221754,0.6931471805599453,0,0,-0.2627252975731271
10.21.232.55,10.24.0.193,10.21.232.55,53.0,59254.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,59201.0,5.796057750765372,1.0986122886681096,0,0,-0.03586667587045245
10.21.232.55,10.21.232.55,10.24.0.193,53322.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-53269.0,4.890349128221754,0.6931471805599453,0,0,-0.44075477772299765
10.21.232.55,10.24.0.193,10.21.232.55,53.0,44001.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,43948.0,5.796057750765372,1.0986122886681096,0,0,-0.22997437785919006
10.21.232.55,10.21.232.55,10.24.0.193,33650.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-33597.0,4.890349128221754,0.6931471805599453,0,0,-0.7482721304367499
10.21.232.55,10.24.0.193,10.21.232.55,53.0,33650.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,33597.0,5.796057750765372,1.0986122886681096,0,0,-0.20311248623304667
10.21.232.55,10.21.232.55,10.24.0.193,33643.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-33590.0,4.890349128221754,0.6931471805599453,0,0,-0.7482990413258923
10.21.232.55,10.24.0.193,10.21.232.55,53.0,42088.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,42035.0,5.796057750765372,1.0986122886681096,0,0,-0.23460074486706217
10.21.232.55,10.21.232.55,10.24.0.193,43483.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-43430.0,4.890349128221754,0.6931471805599453,0,0,-0.6517349787785625
10.21.232.55,10.24.0.193,10.21.232.55,53.0,43483.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,43430.0,5.796057750765372,1.0986122886681096,0,0,-0.23166440259435728
10.21.232.55,10.21.232.55,10.24.0.193,45266.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-45213.0,4.890349128221754,0.6931471805599453,0,0,-0.6217781835197056
10.21.232.55,10.24.0.193,10.21.232.55,53.0,45266.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,45213.0,5.796057750765372,1.0986122886681096,0,0,-0.22447865891576146
10.21.232.55,10.21.232.55,10.24.0.193,49732.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-49679.0,4.890349128221754,0.6931471805599453,0,0,-0.5304686191320838
10.21.232.55,10.24.0.193,10.21.232.55,53.0,49732.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,49679.0,5.796057750765372,1.0986122886681096,0,0,-0.18953569564350392
10.21.232.55,10.21.236.69,10.21.239.255,64949.0,59870.0,UDP,191,0,1,0,3,191,1,95.5,0.9947916666666666,0.5,2.0,23,33,-5079.0,5.2574953720277815,0.6931471805599453,0,0,-0.08123157642548717
10.21.232.55,10.21.236.69,10.21.239.255,17500.0,17500.0,UDP,290,0,1,0,3,290,1,145.0,0.9965635738831616,0.5,2.0,23,33,0.0,5.673323267171493,0.6931471805599453,0,0,-0.3858999212624328
10.21.232.55,10.21.236.69,10.21.239.255,57070.0,59870.0,UDP,220,0,1,0,3,220,1,110.0,0.995475113122172,0.5,2.0,23,33,2800.0,5.3981627015177525,0.6931471805599453,0,0,-0.1706206517516362
10.21.232.55,10.21.236.69,10.21.239.255,17500.0,17500.0,UDP,290,0,1,0,3,290,1,145.0,0.9965635738831616,0.5,2.0,23,33,0.0,5.673323267171493,0.6931471805599453,0,0,-0.3858999212624328
10.21.232.55,10.21.232.55,10.24.0.193,46395.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-46342.0,4.890349128221754,0.6931471805599453,0,0,-0.6008742683342092
10.21.232.55,10.24.0.193,10.21.232.55,53.0,44803.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,44750.0,5.796057750765372,1.0986122886681096,0,0,-0.22671561025930265
10.21.232.55,10.21.232.55,10.24.0.193,43895.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-43842.0,4.890349128221754,0.6931471805599453,0,0,-0.645147281581778
10.21.232.55,10.24.0.193,10.21.232.55,53.0,43895.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,43842.0,5.796057750765372,1.0986122886681096,0,0,-0.23034668741421216
10.21.232.55,10.21.232.55,10.24.0.193,59033.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-58980.0,4.890349128221754,0.6931471805599453,0,0,-0.2699855884000728
