src_id,dst_id
27,30
27,30
0,1
1,0
27,30
27,30
29,59
27,30
27,30
0,1
1,0
27,30
3,30
27,30
27,30
27,30
27,30
27,30
27,30
27,30
27,30
0,1
1,0
27,30
27,30
27,30
27,30
3,30
0,1
1,0
27,30
27,30
0,1
1,0
27,30
27,30
27,30
0,1
1,0
27,30
27,30
0,1
1,0
27,30
27,30
27,30
27,30
27,30
3,30
27,30
27,30
27,30
27,30
27,30
27,30
27,30
27,30
27,30
27,30
27,30
27,30
27,30
27,30
27,30
27,30
27,30
0,1
1,0
27,30
27,30
27,30
27,30
27,30
27,30
27,30
3,30
27,30
27,30
27,30
27,30
27,30
27,30
10,30
27,30
27,30
27,30
27,30
27,30
27,30
3,30
27,30
27,30
5,60
0,5
27,30
27,30
27,30
27,30
27,30
27,30
27,30
27,30
27,30
27,30
27,30
27,30
27,30
2,30
27,30
27,30
0,1
1,0
27,30
2,30
0,1
1,0
2,30
27,30
0,1
1,0
0,43
0,1
1,0
0,1
1,0
0,1
27,30
0,1
1,0
3,30
27,30
27,30
0,1
1,0
27,30
27,30
5,30
27,30
16,30
27,30
0,1
1,0
0,1
1,0
27,30
0,1
1,0
27,30
27,30
0,1
1,0
27,30
27,30
0,1
1,0
27,30
3,30
27,30
0,1
1,0
27,30
0,1
1,0
27,30
27,30
27,30
27,30
27,30
0,1
1,0
27,30
18,30
27,30
27,30
27,30
0,1
1,0
27,30
3,30
27,30
